2019.01.1주차,2019.01.2주차,2019.01.3주차,2019.01.4주차,2019.01.5주차,2019.02.1주차,2019.02.2주차,2019.02.3주차,2019.02.4주차,2019.03.1주차,2019.03.2주차,2019.03.3주차,2019.03.4주차,2019.04.1주차,2019.04.2주차,2019.04.3주차,2019.04.4주차,2019.05.1주차,2019.05.2주차,2019.05.3주차,2019.05.4주차,2019.05.5주차,2019.06.1주차,2019.06.2주차,2019.06.3주차,2019.06.4주차,2019.07.1주차,2019.07.2주차,2019.07.3주차,2019.07.4주차,2019.08.1주차,2019.08.2주차,2019.08.3주차,2019.08.4주차,2019.08.5주차,2019.09.1주차,2019.09.2주차,2019.09.3주차,2019.09.4주차,2019.10.1주차,2019.10.2주차,2019.10.3주차,2019.10.4주차,2019.10.5주차,2019.11.1주차,2019.11.2주차,2019.11.3주차,2019.11.4주차,2019.12.1주차,2019.12.2주차,2019.12.3주차,2019.12.4주차,2020.01.1주차,2020.01.2주차,2020.01.3주차,2020.01.4주차,2020.01.5주차,2020.02.1주차,2020.02.2주차,2020.02.3주차,2020.02.4주차,2020.03.1주차,2020.03.2주차,2020.03.3주차,2020.03.4주차,2020.04.1주차,2020.04.2주차,2020.04.3주차,2020.04.4주차,2020.04.5주차,2020.05.1주차,2020.05.2주차,2020.05.3주차,2020.05.4주차,2020.06.1주차,2020.06.2주차,2020.06.3주차,2020.06.4주차,2020.07.1주차,2020.07.2주차,2020.07.3주차,2020.07.4주차,2020.07.5주차,2020.08.1주차,2020.08.2주차,2020.08.3주차,2020.08.4주차,2020.09.1주차,2020.09.2주차,2020.09.3주차,2020.09.4주차,2020.10.1주차,2020.10.2주차,2020.10.3주차,2020.10.4주차,2020.10.5주차,2020.11.1주차,2020.11.2주차,2020.11.3주차,2020.11.4주차,2020.12.1주차,2020.12.2주차,2020.12.3주차,2020.12.4주차,2020.12.5주차,2021.01.1주차,2021.01.2주차,2021.01.3주차,2021.01.4주차,2021.02.1주차,2021.02.2주차,2021.02.3주차,2021.02.4주차,2021.03.1주차,2021.03.2주차,2021.03.3주차,2021.03.4주차,2021.04.1주차,2021.04.2주차,2021.04.3주차,2021.04.4주차,2021.04.5주차,2021.05.1주차,2021.05.2주차,2021.05.3주차,2021.05.4주차,2021.06.1주차,2021.06.2주차,2021.06.3주차,2021.06.4주차,2021.07.1주차,2021.07.2주차,2021.07.3주차,2021.07.4주차,2021.07.5주차,2021.08.1주차,2021.08.2주차,2021.08.3주차,2021.08.4주차,2021.09.1주차,2021.09.2주차,2021.09.3주차,2021.09.4주차,2021.09.5주차,2021.10.1주차,2021.10.2주차,2021.10.3주차,2021.10.4주차,2021.11.1주차,2021.11.2주차,2021.11.3주차,2021.11.4주차,2021.12.1주차,2021.12.2주차,2021.12.3주차,2021.12.4주차,2021.12.5주차,2022.01.1주차,2022.01.2주차,2022.01.3주차,2022.01.4주차,2022.02.1주차,2022.02.2주차,2022.02.3주차,2022.02.4주차,2022.03.1주차,2022.03.2주차,2022.03.3주차,2022.03.4주차,2022.03.5주차,2022.04.1주차,2022.04.2주차,2022.04.3주차,2022.04.4주차,2022.05.1주차,2022.05.2주차,2022.05.3주차,2022.05.4주차,2022.06.1주차,2022.06.2주차,2022.06.3주차,2022.06.4주차,2022.06.5주차,2022.07.1주차,2022.07.2주차,2022.07.3주차,2022.07.4주차,2022.08.1주차,2022.08.2주차,2022.08.3주차,2022.08.4주차,2022.09.1주차,2022.09.2주차,2022.09.3주차,2022.09.4주차,2022.09.5주차,2022.10.1주차
" 107,286,640 "," 109,856,167 "," 110,428,194 "," 110,926,323 "," 110,208,286 "," 101,977,829 "," 110,300,567 "," 108,797,073 "," 108,653,680 "," 112,895,100 "," 113,516,183 "," 113,062,658 "," 113,531,397 "," 114,946,935 "," 114,767,492 "," 116,209,971 "," 114,785,461 "," 116,849,463 "," 116,716,775 "," 116,300,057 "," 117,328,088 "," 116,271,687 "," 115,996,758 "," 114,578,614 "," 115,253,801 "," 114,634,398 "," 114,854,364 "," 115,019,769 "," 113,538,341 "," 113,341,497 "," 113,845,295 "," 111,739,557 "," 111,083,434 "," 110,307,886 "," 115,136,707 "," 114,321,035 "," 107,865,742 "," 115,588,248 "," 111,891,542 "," 112,141,633 "," 112,520,531 "," 116,598,308 "," 116,284,175 "," 117,115,319 "," 115,515,351 "," 114,491,285 "," 114,732,986 "," 114,405,971 "," 113,297,712 "," 114,544,986 "," 114,875,120 "," 114,173,570 "," 109,807,893 "," 108,597,056 "," 109,202,578 "," 108,692,516 "," 104,908,885 "," 106,102,799 "," 106,653,606 "," 102,295,910 "," 92,946,088 "," 93,649,245 "," 97,906,542 "," 99,437,983 "," 99,568,716 "," 101,577,518 "," 102,170,968 "," 102,640,707 "," 104,739,195 "," 108,563,012 "," 108,533,210 "," 108,095,816 "," 108,196,934 "," 108,989,774 "," 109,928,688 "," 108,836,058 "," 110,037,124 "," 109,359,455 "," 109,902,398 "," 108,303,971 "," 109,452,037 "," 108,790,791 "," 109,124,064 "," 108,002,656 "," 110,399,797 "," 104,680,371 "," 99,995,777 "," 99,575,471 "," 101,717,155 "," 106,455,899 "," 107,508,467 "," 104,841,962 "," 108,247,276 "," 110,150,115 "," 110,630,990 "," 110,521,124 "," 111,293,393 "," 111,054,526 "," 107,551,030 "," 103,832,148 "," 102,613,360 "," 100,314,890 "," 97,334,453 "," 95,961,227 "," 94,164,941 "," 95,187,515 "," 98,862,208 "," 100,302,288 "," 100,731,066 "," 102,334,950 "," 100,410,743 "," 102,951,822 "," 105,857,524 "," 105,219,132 "," 107,860,308 "," 107,435,494 "," 107,666,928 "," 108,303,350 "," 109,906,398 "," 107,886,560 "," 108,720,730 "," 108,610,012 "," 110,303,702 "," 107,473,431 "," 108,516,977 "," 108,390,634 "," 109,372,449 "," 109,007,936 "," 109,858,104 "," 110,152,902 "," 109,061,825 "," 107,986,445 "," 105,707,054 "," 104,733,344 "," 104,278,120 "," 104,882,695 "," 105,938,522 "," 103,991,670 "," 105,145,729 "," 107,333,388 "," 108,620,309 "," 109,962,532 "," 105,238,845 "," 109,081,508 "," 108,693,721 "," 108,511,489 "," 110,148,830 "," 110,616,172 "," 112,469,940 "," 110,200,630 "," 110,625,795 "," 109,676,208 "," 109,643,949 "," 106,971,762 "," 104,733,833 "," 105,990,886 "," 105,481,954 "," 106,228,770 "," 105,889,811 "," 106,125,425 "," 106,138,621 "," 99,730,005 "," 104,856,007 "," 103,275,592 "," 103,788,244 "," 104,179,702 "," 103,324,422 "," 103,275,573 "," 105,125,044 "," 108,219,982 "," 111,052,813 "," 110,261,543 "," 111,961,232 "," 112,862,176 "," 116,758,112 "," 115,073,267 "," 114,863,737 "," 114,184,894 "," 114,538,278 "," 113,024,843 "," 113,813,636 "," 112,994,873 "," 112,463,519 "," 113,716,068 "," 110,216,733 "," 111,677,200 "," 112,577,222 "," 112,439,324 "," 110,291,512 "," 110,263,146 "," 112,046,944 "," 111,785,349 "," 112,806,984 "," 111,934,738 "," 114,549,991 "," 118,065,381 "," 117,531,796 "
